customer_unique_id,orders,revenue,freight,contribution_proxy,avg_order_value,avg_review_score,customer_state,customer_type,contribution_margin_proxy
0027324a96d26a2bc7d69262f83c8403,1,37.9,8.88,29.019999999999996,46.78,5.0,SP,One-time,0.7656992084432717
0028a7d8db7b0247652509358ad8d755,1,274.0,80.87,193.13,354.87,3.0,SP,One-time,0.7048540145985401
0028cfeb9dfcd3628a56d5b6400deef5,1,95.9,22.3,73.60000000000001,118.2,5.0,SP,One-time,0.767466110531804
00293787e2aec37a9c253b63fdfe2049,1,237.8,20.08,217.72000000000003,257.88,3.0,RJ,One-time,0.9155592935239698
0029bd580d3012618731f5abb174a07f,1,39.9,12.48,27.419999999999998,52.379999999999995,2.0,SP,One-time,0.687218045112782
002aba8c1af80acacef6e011f9f23262,1,199.9,17.84,182.06,217.74,1.0,RJ,One-time,0.9107553776888444
002ae492472e45ad6ebeb7a625409392,1,103.98,114.68,-10.700000000000003,218.66000000000003,3.0,DF,One-time,-0.10290440469321026
002b4cd83fabaffaa475f78ea5ef3e08,1,49.9,14.52,35.379999999999995,64.42,2.0,MG,One-time,0.7090180360721442
002bdeb33da5b1b3ce8b9c822f749c82,1,23.99,14.1,9.889999999999999,38.089999999999996,5.0,SC,One-time,0.41225510629428924
002cdf87d4c03f08f7eb4551a923affc,1,196.99,31.68,165.31,228.67000000000002,1.0,SP,One-time,0.8391796537895324
002d3bd901608f67c3fc11eaaa842b13,1,19.49,9.27,10.219999999999999,28.759999999999998,4.0,SP,One-time,0.5243714725500256
002d71b244beb91ca7030b15ab526446,1,115.0,15.56,99.44,130.56,5.0,SP,One-time,0.864695652173913
002da6dde369f6a8b4c999ed61eb5a87,1,44.99,7.39,37.6,52.38,5.0,SP,One-time,0.8357412758390753
002eb8b96288f3804e21d2777ac29895,1,119.9,18.09,101.81,137.99,5.0,MG,One-time,0.8491242702251877
002ed12115742033f015cb3c269ccf68,1,97.9,11.89,86.01,109.79,5.0,SP,One-time,0.8785495403472932
002ef00822613c94613e60e03b169fef,1,92.9,21.14,71.76,114.04,4.0,PR,One-time,0.7724434876210979
002feefec5af0a3b26ee7839c66d205e,1,59.9,17.67,42.23,77.57,1.0,RJ,One-time,0.705008347245409
003035f5ec76f2220098377482de93c9,1,49.99,12.48,37.510000000000005,62.47,5.0,MG,One-time,0.7503500700140029
003162bf0351f47a1a247992b8b9b42d,1,514.9,21.7,493.2,536.6,5.0,ES,One-time,0.9578558943484172
00324c9f4d710e7bac5c5ba679714430,1,29.9,79.88,-49.98,109.78,5.0,TO,One-time,-1.6715719063545151
0032c76b20340da25249092a268ce66c,1,128.9,16.04,112.86000000000001,144.94,4.0,SP,One-time,0.8755624515128007
0032ca69771a7758ce643258bb9e4ac7,1,45.0,17.45,27.55,62.45,5.0,SP,One-time,0.6122222222222222
0033f4a2887e07e25aa1204d482f41ba,1,350.0,75.04,274.96,425.04,5.0,BA,One-time,0.7856
00344274804f3b8003de1b0562ae01df,1,188.0,38.23,149.77,226.23,3.0,PE,One-time,0.7966489361702128
0034c76b7e6a17d738375b99afc2f01e,1,26.0,18.23,7.77,44.230000000000004,5.0,MG,One-time,0.2988461538461538
0035029989e6fc5cf030918a5f9f2037,1,438.0,108.12,329.88,546.12,5.0,SP,One-time,0.7531506849315068
003650b504826ea534e02eba0ab58dd5,1,13.99,7.78,6.21,21.77,4.0,SP,One-time,0.44388849177984274
0036a074f98b80c4f1fc33dbbcf9c552,1,16.99,25.63,-8.64,42.62,5.0,RS,One-time,-0.5085344320188346
0036b4a3d09ad551a5188c2e374da402,1,148.0,14.77,133.23,162.77,4.0,PR,One-time,0.9002027027027026
0036d365b138cc0ee06bed755bcb5044,1,79.9,29.6,50.300000000000004,109.5,5.0,BA,One-time,0.6295369211514393
00370dfde3d012c420d29657afc2fc8b,1,215.0,22.0,193.0,237.0,4.0,RS,One-time,0.8976744186046511
00377a18050b898b93e2c774be9947db,1,49.99,15.79,34.2,65.78,2.0,MT,One-time,0.6841368273654731
0037aa56b017c105c3a9d47af71fff98,1,425.0,18.73,406.27,443.73,3.0,MG,One-time,0.9559294117647058
0037d2bbb9ebc39d9114aea27ee16d72,1,119.9,23.83,96.07000000000001,143.73000000000002,5.0,SP,One-time,0.8012510425354462
0037eb1ff742ee2e71ba887f65f3c6f3,1,199.0,29.79,169.21,228.79,5.0,PE,One-time,0.8503015075376885
003800162424b7b5b3d75c9cf22a66e7,1,85.5,22.31,63.19,107.81,5.0,BA,One-time,0.7390643274853801
00391594070baf8603f5fdc1d0c6a48c,1,105.0,14.32,90.68,119.32,3.0,SP,One-time,0.8636190476190477
003a5571a07dcf09bf117d13d2980ba3,1,149.9,31.92,117.98,181.82,5.0,BA,One-time,0.7870580386924616
003a7a8eb096ed3cbf713d2def1ca701,1,99.99,57.47,42.519999999999996,157.45999999999998,5.0,MA,One-time,0.4252425242524252
003ac9408252444b489b1bfc013f5f8c,1,18.75,18.23,0.5199999999999996,36.980000000000004,5.0,SP,One-time,0.02773333333333331
003ae409f37c3c30cb1c974af3a42692,1,195.0,21.32,173.68,216.32,3.0,MG,One-time,0.8906666666666667
003c2067070f5b3d923235b1ea1cc17b,1,109.7,37.68,72.02000000000001,147.38,3.0,CE,One-time,0.6565177757520512
003c457932a554e4df13834237b1ed00,1,129.9,12.61,117.29,142.51,5.0,SP,One-time,0.9029253271747498
003d56767e53e08671de00da3fba8d40,1,157.0,21.59,135.41,178.59,5.0,MG,One-time,0.862484076433121
003db7adfcdc49857b095a50191b6c9d,1,524.9,17.76,507.14,542.66,4.0,SP,One-time,0.9661649838064393
003e28cb6fab8a0901bff9229612375f,1,119.99,17.27,102.72,137.26,5.0,PR,One-time,0.8560713392782732
003e2af81ea3c72fbdd093f07724a4de,1,48.0,15.74,32.26,63.74,4.0,SP,One-time,0.6720833333333333
003f4901fdb60ae9c1e2538b84c208e1,1,148.0,14.79,133.21,162.79,5.0,DF,One-time,0.9000675675675677
003fb95e849e71e732629d94bb92762f,1,57.99,19.6,38.39,77.59,5.0,SP,One-time,0.6620106914985342
003fee4ca17927283128c7ddc6f9311b,1,85.0,18.47,66.53,103.47,3.0,RJ,One-time,0.7827058823529411
004177f7bf62929186b32c7fdaa6157b,1,393.98,40.0,353.98,433.98,1.0,RJ,One-time,0.8984720036550079
004256f082951ec189a4962b6788c214,1,245.0,14.15,230.85,259.15,5.0,SP,One-time,0.9422448979591836
004288347e5e88a27ded2bb23747066c,2,317.89,36.480000000000004,281.41,177.185,5.0,RJ,Repeat,0.8852433231621002
0042dcca0ae57aaec6e808edc31a2d48,1,69.8,15.24,54.559999999999995,85.03999999999999,4.0,AL,One-time,0.7816618911174785
0042dfa8925d6eb23e471ec350454f04,1,49.9,13.01,36.89,62.91,5.0,SP,One-time,0.7392785571142285
0043d65f8039b4a4d43bc7b0f450ac2c,1,49.9,14.52,35.379999999999995,64.42,5.0,MG,One-time,0.7090180360721442
00444f48f6c9b55657e49435ce3a97ca,1,39.9,12.48,27.419999999999998,52.379999999999995,4.0,MG,One-time,0.687218045112782
00446a03d7a34d191507c9e42870d0a5,1,109.9,19.05,90.85000000000001,128.95000000000002,5.0,SP,One-time,0.8266606005459509
004493e0b0a37317d25665d340c0677d,1,64.99,18.33,46.66,83.32,3.0,RJ,One-time,0.7179566087090322
0045e9ad4d6c85d2323a7ab374b76183,1,5.9,18.23,-12.33,24.130000000000003,5.0,MG,One-time,-2.0898305084745763
0046311f458d8041b00063cb99482903,1,95.9,16.43,79.47,112.33000000000001,5.0,SP,One-time,0.8286757038581856
0047f3e16441284d757a8963344f6c59,1,60.0,16.18,43.82,76.18,4.0,SP,One-time,0.7303333333333334
0048706e497cfba0b689e1e3497bc99e,1,69.5,13.15,56.35,82.65,4.0,SP,One-time,0.8107913669064748
0048a779a98a7848514096ff04046079,1,21.7,19.34,2.3599999999999994,41.04,5.0,MG,One-time,0.10875576036866358
0049a16516d38fc2246696172a257f16,1,24.99,7.78,17.209999999999997,32.769999999999996,5.0,SP,One-time,0.6886754701880752
0049dadc30da6a277c1e9d371df5a66f,1,9.9,16.11,-6.209999999999999,26.009999999999998,3.0,DF,One-time,-0.6272727272727272
0049db44bfd6cee26ac9c649329ff6ea,1,80.0,29.04,50.96,109.03999999999999,2.0,SP,One-time,0.637
0049ec2d7a5818d0e4b3f4735cec2458,1,25.9,18.28,7.619999999999997,44.18,5.0,PR,One-time,0.29420849420849415
004a432489f6630c6dfd3fc4454603f5,1,69.77,14.24,55.529999999999994,84.00999999999999,5.0,PR,One-time,0.7959008169700444
004b45ec5c64187465168251cd1c9c2f,2,86.9,60.82,26.08,73.86,3.0,AL,Repeat,0.30011507479861904
004b9b1634b7becda8eec4e96bced882,1,134.99,23.75,111.24000000000001,158.74,5.0,SP,One-time,0.824061041558634
004d17fa2cb102a7c4817f040c884e59,1,32.0,7.78,24.22,39.78,5.0,SP,One-time,0.756875
004df63539fd5e38d4b0a0506de7549c,1,949.99,43.56,906.4300000000001,993.55,3.0,PA,One-time,0.9541468857566923
004ed862ea4e55f18868d3d782d10879,1,94.9,14.39,80.51,109.29,3.0,SP,One-time,0.8483667017913593
004f84d065096f3cedd26cf0adc80b9d,1,159.98,29.1,130.88,189.07999999999998,4.0,SP,One-time,0.8181022627828479
00504b68faa074d0f40adcb4f7727f71,1,152.0,46.7,105.3,198.7,3.0,RJ,One-time,0.6927631578947369
0050dcff37f8b9ff611d245e30572b46,1,49.99,18.23,31.76,68.22,5.0,RS,One-time,0.6353270654130826
00522457bba00bba576a34fd9b4808fd,1,103.97,24.01,79.96,127.98,5.0,SP,One-time,0.7690680003847263
005226be8d5b972d0f72b4e8a79f322b,1,1561.0,39.51,1521.49,1600.51,5.0,RJ,One-time,0.9746893017296605
00539155ce68fbe677934aebdb17e09b,1,48.99,9.26,39.730000000000004,58.25,4.0,SP,One-time,0.8109818330271484
00543330561a9088f8b3879114a7b008,1,56.0,17.96,38.04,73.96000000000001,5.0,BA,One-time,0.6792857142857143
0055b522bc89cbfbf376d8b59a628470,1,328.0,36.75,291.25,364.75,5.0,CE,One-time,0.8879573170731707
0055bbb9c95f6acb8db89d1f6c316407,1,68.0,15.23,52.769999999999996,83.23,5.0,SC,One-time,0.7760294117647059
0056c2dd794a5eede6164dcae635875a,1,129.99,41.89,88.10000000000001,171.88,5.0,MG,One-time,0.6777444418801446
0056f26cb8f20916c3baa0e39fc30709,1,92.9,16.33,76.57000000000001,109.23,5.0,SP,One-time,0.8242195909580194
005754cb59f8ee5cdbb5cda9d138757e,1,220.64,37.74,182.89999999999998,258.38,5.0,RJ,One-time,0.828952139231327
00575b2023dedcc0f3e81a938834689b,1,19.9,12.48,7.419999999999998,32.379999999999995,4.0,PR,One-time,0.3728643216080401
0057f64bff87f4698b4cbd338d62a2a8,1,75.07,7.79,67.27999999999999,82.86,4.0,SP,One-time,0.8962301851605168
0058e7db269cc11558913b42beb115d0,1,70.0,8.88,61.12,78.88,4.0,SP,One-time,0.8731428571428571
0058f300f57d7b93c477a131a59b36c3,2,132.48,43.1,89.38,87.78999999999999,3.0,BA,Repeat,0.6746678743961353
0059acd36094bf670ec8b21be6c0044c,1,29.9,16.79,13.11,46.69,5.0,MG,One-time,0.43846153846153846
005d8faa4cf789cf52fb880a8569880a,1,79.99,9.26,70.72999999999999,89.25,5.0,DF,One-time,0.8842355294411801
005e32bc930906dc6b65fb9d11cce3e2,1,32.0,17.6,14.399999999999999,49.6,5.0,RS,One-time,0.44999999999999996
005ee3e015ec18092d7782e507cf68fe,1,159.99,27.97,132.02,187.96,4.0,AC,One-time,0.8251765735358461
005f060d4223956c62b64e9567a36f0f,1,689.0,88.68,600.3199999999999,777.6800000000001,3.0,SP,One-time,0.8712917271407836
005f4b46e70bbd3295a38e2fd28d6566,1,49.8,14.1,35.699999999999996,63.9,4.0,RJ,One-time,0.716867469879518
005f6fa02633470267dcd1e3ecd0fa79,1,199.99,72.05,127.94000000000001,272.04,5.0,SP,One-time,0.63973198659933
005ff4ebe100db3eebbe6f7b19a8f99a,1,199.9,36.91,162.99,236.81,5.0,SP,One-time,0.8153576788394198
006031108b00e5f73b2426a50b50f9c0,1,189.9,14.93,174.97,204.83,5.0,SP,One-time,0.9213796735123749
00605a8897ed9ad73b5c93bebad2541a,1,12.9,18.23,-5.33,31.130000000000003,5.0,RJ,One-time,-0.4131782945736434
00626f29f9b57d3ef7c1739ff03e944e,1,129.0,25.53,103.47,154.53,5.0,PI,One-time,0.802093023255814
0062adafa3846d9f372d8f1bde591b24,1,135.9,13.97,121.93,149.87,5.0,SP,One-time,0.8972038263428992
0063817060d662048ed08bccecaf45d5,1,37.8,33.58,4.219999999999999,71.38,5.0,MT,One-time,0.11164021164021162
0064a1b5f5cddd047c987b988a90c8c1,1,215.6,53.6,162.0,269.2,5.0,SP,One-time,0.75139146567718
0064c96f536ac6250275482221834154,1,52.66,12.67,39.989999999999995,65.33,4.0,SP,One-time,0.7593999240410177
00651d97d964127ccfc0e2e55464876d,1,15.0,8.72,6.279999999999999,23.72,1.0,SP,One-time,0.41866666666666663
0065f6fb341f013a95a8e11cdc98d07a,1,89.9,29.42,60.480000000000004,119.32000000000001,4.0,SP,One-time,0.6727474972191324
0065f7795a38381973a373c8b4939679,1,15.99,15.23,0.7599999999999998,31.22,4.0,RS,One-time,0.047529706066291415
0066b328e72fd82fd7420bf849c0e8b4,1,84.94,9.41,75.53,94.35,4.0,SP,One-time,0.8892159171179657
0067d2652c12515146721538868bbd80,1,169.9,20.38,149.52,190.28,5.0,SC,One-time,0.8800470865214832
0068bd2e9e76c018846dbc6e2bec5ac5,1,59.9,19.61,40.29,79.50999999999999,5.0,SP,One-time,0.6726210350584307
006a8c1784d622ebe06bab57e72ee045,1,49.0,17.64,31.36,66.64,2.0,RJ,One-time,0.64
006ab6f5e82340e927757563a9fbe7e4,1,267.2,33.4,233.79999999999998,300.59999999999997,1.0,RJ,One-time,0.875
006b297ed73773b17d8874a2eb4466e8,1,89.9,18.56,71.34,108.46000000000001,5.0,BA,One-time,0.7935483870967742
006bbb235068a01d2e3e47fa09ccf53c,1,19.9,14.1,5.799999999999999,34.0,5.0,DF,One-time,0.2914572864321608
006c10bfead12ac8d90486fb4ce4e603,1,67.99,9.23,58.75999999999999,77.22,5.0,SP,One-time,0.864244741873805
006d763076d74d16d66e828e79ec1544,1,79.9,19.42,60.480000000000004,99.32000000000001,5.0,MG,One-time,0.7569461827284105
006e937bd5a5e32043018a6d1521b5d5,1,189.9,9.89,180.01,199.79000000000002,5.0,BA,One-time,0.9479199578725644
006ec5b170182812131c7d9b219c036f,1,44.98,16.79,28.189999999999998,61.769999999999996,5.0,MG,One-time,0.6267229879946643
006f2f20cf0cd723624b99d0e8e40d0c,1,29.99,16.11,13.879999999999999,46.099999999999994,5.0,PR,One-time,0.4628209403134378
00704e915ae0d4a236eace0267454cf9,1,108.9,14.49,94.41000000000001,123.39,4.0,MG,One-time,0.8669421487603306
00705dcbc0b9cad67abd658612770905,1,39.49,8.44,31.050000000000004,47.93,5.0,SP,One-time,0.7862750063307167
00720f160ff500d3605a1bf403eb62d9,1,104.9,13.64,91.26,118.54,5.0,SP,One-time,0.8699714013346044
00728bae3dec9c16b2193ab7e3195eb7,1,194.9,16.11,178.79000000000002,211.01,5.0,RJ,One-time,0.9173422267829657
00737247e3dc1942da2c527ef3bd2709,1,59.9,18.3,41.599999999999994,78.2,1.0,MG,One-time,0.69449081803005
0074a1d3f1995ff0538dc7197500973c,1,599.0,25.9,573.1,624.9,5.0,SC,One-time,0.9567612687813022
00762eafc5dac5fc1574f91e9b7c9b67,1,219.0,14.93,204.07,233.93,5.0,SP,One-time,0.9318264840182648
007658319c060f337577e8a1834d5df5,1,75.0,44.45,30.549999999999997,119.45,4.0,PB,One-time,0.40733333333333327
00765d375af0e700f61c57db00a8ee63,1,200.0,15.01,184.99,215.01,5.0,SP,One-time,0.92495
0076a71311bb2386a353f5ba87d2aa29,1,44.9,25.63,19.27,70.53,5.0,CE,One-time,0.4291759465478842
00776f3807b128beca64cd0b27138d92,1,294.99,26.58,268.41,321.57,3.0,SP,One-time,0.909895250686464
0077ba3f829303a1dce98552495c91a1,1,139.99,19.66,120.33000000000001,159.65,4.0,SP,One-time,0.8595613972426602
0077dc76aaf02323f03bce9b00878253,1,849.5,24.92,824.58,874.42,5.0,AL,One-time,0.9706650971159506
0078108af1d2dc4b1601c744ca581b4f,1,53.9,12.82,41.08,66.72,5.0,SP,One-time,0.762152133580705
0078bb0f0d23e922d08437b7d0e13907,1,29.99,14.1,15.889999999999999,44.089999999999996,4.0,MG,One-time,0.5298432810936979
007953b3182d5ccc9189a694f5c68163,1,99.99,12.09,87.89999999999999,112.08,1.0,SP,One-time,0.8790879087908791
00797f371bc0f6adb4d267be541a92da,1,53.9,13.46,40.44,67.36,5.0,SP,One-time,0.7502782931354359
0079b50e9f77c1148b472818f92eaebc,1,24.9,16.79,8.11,41.69,5.0,RJ,One-time,0.3257028112449799
0079b7407a428543a7f178cc09164035,1,48.9,15.1,33.8,64.0,4.0,SP,One-time,0.6912065439672801
007a2fab7046647dad04fe7d08c57820,1,109.95,16.53,93.42,126.48,5.0,RJ,One-time,0.8496589358799455
007ad549acb91673f04eac22c0568114,1,78.8,12.05,66.75,90.85,5.0,SP,One-time,0.8470812182741118
007b8307b6448f0425ff2001f00c1bdb,1,21.9,19.04,2.8599999999999994,40.94,4.0,PA,One-time,0.13059360730593605
007ba48697b079e78f168b051462dd1b,1,129.0,18.78,110.22,147.78,2.0,SP,One-time,0.8544186046511628
007d9f716ead2bc8712255271a38f609,1,49.97,17.6,32.37,67.57,5.0,GO,One-time,0.6477886732039223
007e21b7a007c8f8dadfa43c9d5a91db,1,54.4,16.35,38.05,70.75,1.0,RJ,One-time,0.6994485294117647
0083e758383b3deb6c6dac1b0b431ac0,1,30.5,11.85,18.65,42.35,5.0,SP,One-time,0.6114754098360655
00842c7d0cedb9e1edad8e9b7d148f09,1,35.0,29.55,5.449999999999999,64.55,5.0,SC,One-time,0.1557142857142857
0085139b503668b3addcfe826d91be8d,1,465.88,38.599999999999994,427.28,504.48,2.0,SP,One-time,0.9171460461921525
0085d749fc64f766ece1729464f8039a,1,330.0,19.53,310.47,349.53,5.0,PE,One-time,0.9408181818181819
008778a1591d49f6b2464dffaa4fa662,1,249.99,10.56,239.43,260.55,5.0,SP,One-time,0.9577583103324133
0087c31081ea8d160baa06bf4ad4d76f,1,160.0,23.05,136.95,183.05,4.0,SC,One-time,0.8559374999999999
0087eede471173af78d789df249c3a45,1,126.99,24.12,102.86999999999999,151.10999999999999,5.0,RS,One-time,0.8100637845499645
008b06aba4b5f5b5b94f525ccf520624,1,67.98,22.52,45.46000000000001,90.5,5.0,SP,One-time,0.668726095910562
008b82b072c6b564fcce49a325f84097,1,29.9,15.23,14.669999999999998,45.129999999999995,4.0,RJ,One-time,0.4906354515050167
008ca52811784a181c8c88e8d66b49db,1,111.51,25.13,86.38000000000001,136.64000000000001,5.0,RN,One-time,0.7746390458254866
008d17333e414049279c7822dfd5f019,1,114.0,18.05,95.95,132.05,5.0,SP,One-time,0.8416666666666667
008ea5bdd1a99fb584cce7739349da75,1,45.0,19.04,25.96,64.03999999999999,4.0,CE,One-time,0.5768888888888889
008f3d5f45a11059239a5c452cd00006,1,309.9,26.66,283.23999999999995,336.56,5.0,MA,One-time,0.9139722491126169
008fb2ecc75561d202dd4db2e0ceec25,1,32.99,7.78,25.21,40.77,5.0,SP,One-time,0.7641709608972416
009000746b4fc73fe77ecc396fdb78d2,1,120.9,45.69,75.21000000000001,166.59,5.0,MG,One-time,0.6220843672456576
009062f98089a091615b5c9faa13de26,1,16.17,14.1,2.070000000000002,30.270000000000003,5.0,ES,One-time,0.1280148423005567
009210a1646725341917560a13f7799f,1,10.75,15.1,-4.35,25.85,5.0,PR,One-time,-0.4046511627906976
009231b0ef6a6b4f5a5fe46938827b83,1,89.9,18.93,70.97,108.83000000000001,5.0,SP,One-time,0.789432703003337
009301957bc7714394865c44650d8060,1,84.99,8.79,76.19999999999999,93.78,2.0,SP,One-time,0.8965760677726791
0093aeb87eca387dd153f965aa10c060,1,139.9,9.79,130.11,149.69,2.0,SP,One-time,0.9300214438884918
0093c499f4f9c0e169ead490aa62ce3e,1,210.0,16.22,193.78,226.22,5.0,MG,One-time,0.9227619047619048
0093dbe7f479386a92095026decf825d,1,30.21,13.37,16.840000000000003,43.58,4.0,SP,One-time,0.5574313141343927
00941614a654458b888b8780815bd26c,1,174.0,11.83,162.17,185.83,5.0,SP,One-time,0.9320114942528734
00950dbc783342e164c24e09023ebcb7,1,80.38,8.72,71.66,89.1,5.0,SP,One-time,0.8915153023140084
009671b5dc80cdf32aeb5850868ba81c,1,62.99,47.73,15.260000000000005,110.72,5.0,RJ,One-time,0.24226067629782513
0096c18412349537abc45e350581cbbc,1,679.6,90.64,588.96,770.24,1.0,RS,One-time,0.866627427898764
